label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
Good,0.5950992107391357,0.5854492783546448,0.5524557828903198,0.5252432227134705,0.5185367465019226,0.4890153110027313,0.44411835074424744,0.46158576011657715,0.48255372047424316,0.4806569814682007,0.44971510767936707,0.4689911901950836,0.48745885491371155,0.4782375395298004,0.45827940106391907,0.47563430666923523,0.49294790625572205,0.4801255464553833,0.4702417850494385,0.4907858371734619,0.5074387192726135,0.6223112344741821,0.5674367547035217,0.5152392387390137,0.4708576798439026,0.43100684881210327,0.5126876831054688,0.5568743944168091,0.5766611695289612,0.5738129615783691,0.548762857913971,0.598335862159729,0.6099632382392883,0.6011515259742737,0.5908082127571106,0.6276334524154663,0.6354832649230957,0.6277848482131958,0.6327272653579712,0.6594116687774658,0.6644838452339172,0.6571909189224243
Good,0.6028631925582886,0.5857780575752258,0.5523171424865723,0.5262179970741272,0.5200793147087097,0.49031582474708557,0.4462817907333374,0.4628632664680481,0.4818844795227051,0.4830848276615143,0.45066675543785095,0.4694238305091858,0.4878844618797302,0.48207569122314453,0.4605529308319092,0.4792703688144684,0.49713900685310364,0.48482266068458557,0.47302061319351196,0.4945765733718872,0.5115776062011719,0.625388503074646,0.5670996308326721,0.5151650309562683,0.47397613525390625,0.4353559613227844,0.5141513347625732,0.5583532452583313,0.5794605016708374,0.5762712359428406,0.5511327981948853,0.6038690805435181,0.6173670887947083,0.607360303401947,0.5940077304840088,0.6382412314414978,0.6465053558349609,0.6368757486343384,0.6372197866439819,0.6693944334983826,0.6734366416931152,0.6635305285453796
Good,0.6058245301246643,0.5879982113838196,0.5522595643997192,0.526116132736206,0.5204773545265198,0.48981669545173645,0.444707989692688,0.46157437562942505,0.4816746115684509,0.48327553272247314,0.4506615102291107,0.4690214991569519,0.4881117343902588,0.48243317008018494,0.46024948358535767,0.4782954752445221,0.49741289019584656,0.4850975275039673,0.472030371427536,0.4915790259838104,0.508616030216217,0.630240261554718,0.5701255798339844,0.5155620574951172,0.47149115800857544,0.42967742681503296,0.5152071714401245,0.5580739378929138,0.5785558223724365,0.5748901963233948,0.5523126125335693,0.6020550727844238,0.61533123254776,0.6061154007911682,0.5950926542282104,0.6354348659515381,0.6436346769332886,0.6352611780166626,0.637208878993988,0.6667444705963135,0.6721605062484741,0.6653916835784912
Good,0.6052182912826538,0.5859415531158447,0.5531466007232666,0.5277960896492004,0.5211632251739502,0.4912847578525543,0.44485995173454285,0.46204033493995667,0.4826476573944092,0.4846091866493225,0.45090189576148987,0.4694262146949768,0.4891117215156555,0.48386743664741516,0.4596848487854004,0.478062242269516,0.49739816784858704,0.4857901930809021,0.4711860716342926,0.4911907911300659,0.5086612701416016,0.6253376603126526,0.5663815140724182,0.5125323534011841,0.4696468710899353,0.4295840859413147,0.5131291151046753,0.556428849697113,0.5760074257850647,0.5729293823242188,0.5474637746810913,0.5987319946289062,0.6100857853889465,0.6007651090621948,0.5880136489868164,0.6290125846862793,0.6364636421203613,0.6279932856559753,0.6286264657974243,0.6586483716964722,0.6632919311523438,0.6557848453521729
Good,0.6037294268608093,0.5842751860618591,0.5502386689186096,0.525119960308075,0.5190362334251404,0.4866746962070465,0.44426849484443665,0.4617922008037567,0.48225653171539307,0.4791432023048401,0.4501340687274933,0.46949028968811035,0.48927202820777893,0.47851917147636414,0.4589678645133972,0.47762519121170044,0.49739912152290344,0.4813401699066162,0.471189022064209,0.4917876720428467,0.5094746351242065,0.6272132396697998,0.5668952465057373,0.5132324695587158,0.4680502116680145,0.4271131157875061,0.5147742629051208,0.5557610988616943,0.574903666973114,0.5722790360450745,0.5510108470916748,0.6001264452934265,0.6110277771949768,0.6019825339317322,0.5936039686203003,0.6336088180541992,0.640282154083252,0.6319839954376221,0.6353003978729248,0.6648324728012085,0.6682270169258118,0.6604897379875183
Good,0.6048546433448792,0.5845688581466675,0.5483050346374512,0.5230674743652344,0.5173130035400391,0.4868517816066742,0.4423200786113739,0.4616720676422119,0.48297345638275146,0.4801689386367798,0.4484264850616455,0.4686851501464844,0.48830756545066833,0.47979867458343506,0.4578433632850647,0.47709187865257263,0.49628186225891113,0.4824390113353729,0.4702611267566681,0.4916874170303345,0.5093942880630493,0.6291589736938477,0.5684298872947693,0.5146030783653259,0.4697878956794739,0.4286732077598572,0.5155168771743774,0.5602218508720398,0.5778371095657349,0.5719300508499146,0.5533957481384277,0.6043338775634766,0.615630567073822,0.6046173572540283,0.5974404215812683,0.6386988759040833,0.6459248661994934,0.6360569000244141,0.6414659023284912,0.6702712774276733,0.6740677952766418,0.6653243899345398
Good,0.6043335795402527,0.5835791230201721,0.5486466288566589,0.5231760740280151,0.5170109272003174,0.48651161789894104,0.44199037551879883,0.46082353591918945,0.4823606312274933,0.4799286127090454,0.44733867049217224,0.46688923239707947,0.4869386851787567,0.48005783557891846,0.45449408888816833,0.4733249843120575,0.49326255917549133,0.48367974162101746,0.46550825238227844,0.4851349890232086,0.5034273266792297,0.6305873394012451,0.5690211057662964,0.5136639475822449,0.4677295684814453,0.42569759488105774,0.5143483281135559,0.559722900390625,0.5795328617095947,0.5750150084495544,0.5506036877632141,0.6006424427032471,0.6137023568153381,0.6044822931289673,0.5925537347793579,0.6318251490592957,0.6409185528755188,0.632633626461029,0.634230375289917,0.6620810627937317,0.6681759357452393,0.6620059013366699
Good,0.6017920970916748,0.581114649772644,0.5472656488418579,0.5217978954315186,0.516339898109436,0.4835743308067322,0.44062864780426025,0.4593236446380615,0.47962331771850586,0.4770191013813019,0.4468872547149658,0.46653568744659424,0.4857536554336548,0.47746211290359497,0.45560893416404724,0.47396743297576904,0.4926411211490631,0.48101288080215454,0.46725940704345703,0.48737743496894836,0.50458824634552,0.6269490122795105,0.5677655339241028,0.5143717527389526,0.4689778685569763,0.4275924265384674,0.5166475176811218,0.5596915483474731,0.5778025388717651,0.5734378099441528,0.5529381036758423,0.6045247912406921,0.6143895387649536,0.6036806702613831,0.595366358757019,0.6366378664970398,0.6430871486663818,0.6334629058837891,0.6371199488639832,0.6666306257247925,0.6695049405097961,0.6611603498458862
Good,0.6017720699310303,0.5819697976112366,0.5461539626121521,0.5213044285774231,0.5164023041725159,0.4829182028770447,0.4403943419456482,0.459552526473999,0.4799315929412842,0.47672736644744873,0.44625887274742126,0.4667605459690094,0.4860060214996338,0.47707492113113403,0.4554021954536438,0.4753331243991852,0.4940764904022217,0.48086488246917725,0.4674004912376404,0.48875996470451355,0.5063034296035767,0.629328191280365,0.5690759420394897,0.5158481597900391,0.47074049711227417,0.4286586046218872,0.5194441676139832,0.5621953010559082,0.5799354910850525,0.5734783411026001,0.5575692653656006,0.6068514585494995,0.6165143847465515,0.6044381260871887,0.6007675528526306,0.6409734487533569,0.6473389267921448,0.6363258957862854,0.6428552865982056,0.6711362600326538,0.674410343170166,0.6652151346206665
Good,0.602267324924469,0.5818038582801819,0.545691192150116,0.5212395191192627,0.517182469367981,0.48419860005378723,0.44061148166656494,0.4598921537399292,0.48054051399230957,0.4786894619464874,0.44570475816726685,0.46546533703804016,0.48508507013320923,0.47897815704345703,0.45489922165870667,0.4735766649246216,0.4927142262458801,0.4822241961956024,0.4674328565597534,0.4879712462425232,0.50583416223526,0.6268009543418884,0.5679596662521362,0.515634298324585,0.4710973799228668,0.4301278591156006,0.5181546807289124,0.5650474429130554,0.5825946927070618,0.5757284164428711,0.555744469165802,0.6058546900749207,0.6166157722473145,0.6058348417282104,0.5982850790023804,0.6387430429458618,0.6454647779464722,0.6355531811714172,0.6400775909423828,0.6684242486953735,0.671927809715271,0.6633691191673279
